"card_id","card_name","card_type","set_id","price_euros","rarity","artist"
"sv3pt5-76","Golem ex","Pokémon","sv3pt5",1.45,"Double Rare","Uta"
"sv3pt5-85","Dodrio","Pokémon","sv3pt5",0.15,"Rare","Anesaki Dynamic"
"sv3pt5-9","Blastoise ex","Pokémon","sv3pt5",3.17,"Double Rare","PLANETA Yamashita"
"sv3pt5-94","Gengar","Pokémon","sv3pt5",0.16,"Rare","Tomokazu Komiya"
"sv4-100","Toxtricity ex","Pokémon","sv4",0.87,"Double Rare","5ban Graphics"
"sv4-104","Garganacl","Pokémon","sv4",0.08,"Rare","Souichirou Gunjima"
"sv4-108","Sandy Shocks ex","Pokémon","sv4",1.42,"Double Rare","PLANETA Mochizuki"
"sv4-109","Ting-Lu","Pokémon","sv4",0.09,"Rare","AKIRA EGAWA"
"sv4-118","Yveltal","Pokémon","sv4",0.14,"Rare","kawayoo"
"sv4-120","Thievul","Pokémon","sv4",0.1,"Rare","SIE NANAHARA"
"sv4-121","Morpeko","Pokémon","sv4",0.13,"Rare","Cona Nitanda"
"sv4-122","Lokix","Pokémon","sv4",0.1,"Rare","Souichirou Gunjima"
"sv4-123","Brute Bonnet","Pokémon","sv4",0.16,"Rare","Anesaki Dynamic"
"sv4-124","Roaring Moon ex","Pokémon","sv4",5.43,"Double Rare","takuyoa"
"sv4-125","Steelix","Pokémon","sv4",0.16,"Rare","Po-Suzuki"
"sv4-134","Aegislash","Pokémon","sv4",0.23,"Rare","Jiro Sasumo"
"sv4-135","Aegislash ex","Pokémon","sv4",0.97,"Double Rare","toriyufu"
"sv4-136","Zacian","Pokémon","sv4",0.09,"Rare","Tonji Matsuno"
"sv4-137","Skeledirge ex","Pokémon","sv4",1.21,"Double Rare","5ban Graphics"
"sv4-139","Gholdengo ex","Pokémon","sv4",6.46,"Double Rare","takuyoa"
"sv4-140","Altaria ex","Pokémon","sv4",1.09,"Double Rare","Saki Hayashiro"
"sv4-144","Porygon-Z","Pokémon","sv4",0.09,"Rare","hatachu"
"sv4-155","Maushold ex","Pokémon","sv4",1.12,"Double Rare","5ban Graphics"
"sv4-156","Bombirdier ex","Pokémon","sv4",0.8,"Double Rare","PLANETA Mochizuki"
"sv4-158","Iron Jugulis","Pokémon","sv4",0.12,"Rare","Souichirou Gunjima"
"sv4-18","Wo-Chien","Pokémon","sv4",0.15,"Rare","Kouki Saitou"
"sv4-183","Crustle","Pokémon","sv4",2.57,"Illustration Rare","OKUBO"
"sv4-184","Dottler","Pokémon","sv4",2.76,"Illustration Rare","Tetsu Kayama"
"sv4-185","Toedscruel","Pokémon","sv4",3.88,"Illustration Rare","KEIICHIRO ITO"
"sv4-186","Magby","Pokémon","sv4",8.66,"Illustration Rare","Mina Nakai"
"sv4-187","Iron Moth","Pokémon","sv4",3.59,"Illustration Rare","Takeshi Nakamura"
"sv4-188","Snorunt","Pokémon","sv4",5.37,"Illustration Rare","Narumi Sato"
"sv4-189","Mantyke","Pokémon","sv4",5.39,"Illustration Rare","rika"
"sv4-190","Vanillish","Pokémon","sv4",6.48,"Illustration Rare","Taiga Kayama"
"sv4-191","Wimpod","Pokémon","sv4",3.74,"Illustration Rare","Oku"
"sv4-192","Veluza","Pokémon","sv4",3.63,"Illustration Rare","Shibuzoh."
"sv4-193","Plusle","Pokémon","sv4",7.16,"Illustration Rare","OKACHEKE"
"sv4-194","Minun","Pokémon","sv4",7.09,"Illustration Rare","OKACHEKE"
"sv4-195","Blitzle","Pokémon","sv4",4.69,"Illustration Rare","matazo"
"sv4-196","Joltik","Pokémon","sv4",5.12,"Illustration Rare","Atsushi Furusawa"
"sv4-197","Espathra","Pokémon","sv4",4.1,"Illustration Rare","AKIRA EGAWA"
"sv4-198","Gimmighoul","Pokémon","sv4",6.05,"Illustration Rare","Akira Komayama"
"sv4-199","Groudon","Pokémon","sv4",36.54,"Illustration Rare","Nurikabe"
"sv4-200","Mienshao","Pokémon","sv4",4.53,"Illustration Rare","Taira Akitsu"
"sv4-201","Minior","Pokémon","sv4",5.03,"Illustration Rare","0313"
"sv4-202","Garganacl","Pokémon","sv4",3.05,"Illustration Rare","kodama"
"sv4-203","Slither Wing","Pokémon","sv4",4.36,"Illustration Rare","Takeshi Nakamura"
"sv4-204","Garbodor","Pokémon","sv4",4.79,"Illustration Rare","Shinya Komatsu"
"sv4-205","Yveltal","Pokémon","sv4",6.75,"Illustration Rare","Masako Tomii"
"sv4-206","Morpeko","Pokémon","sv4",11.35,"Illustration Rare","Yuu Nishida"
"sv4-207","Brute Bonnet","Pokémon","sv4",4.73,"Illustration Rare","Tomokazu Komiya"
"sv4-208","Steelix","Pokémon","sv4",11.71,"Illustration Rare","nisimono"
"sv4-209","Ferrothorn","Pokémon","sv4",4.54,"Illustration Rare","Kurata So"
"sv4-210","Aegislash","Pokémon","sv4",3.72,"Illustration Rare","Takumi Wada"
"sv4-211","Aipom","Pokémon","sv4",5.88,"Illustration Rare","Yuka Morii"
"sv4-212","Loudred","Pokémon","sv4",5.54,"Illustration Rare","NC Empire"
"sv4-213","Swablu","Pokémon","sv4",4.9,"Illustration Rare","Jiro Sasumo"
"sv4-214","Porygon-Z","Pokémon","sv4",3.83,"Illustration Rare","GOSSAN"
"sv4-215","Cyclizar","Pokémon","sv4",3.37,"Illustration Rare","Mina Nakai"
"sv4-216","Iron Jugulis","Pokémon","sv4",3.91,"Illustration Rare","GIDORA"
"sv4-217","Froslass ex","Pokémon","sv4",3.88,"Ultra Rare","5ban Graphics"
"sv4-218","Armarouge ex","Pokémon","sv4",5.1,"Ultra Rare","takuyoa"
"sv4-219","Garchomp ex","Pokémon","sv4",8.24,"Ultra Rare","5ban Graphics"
"sv4-22","Volcanion","Pokémon","sv4",0.08,"Rare","Nisota Niso"
"sv4-220","Tsareena ex","Pokémon","sv4",5.02,"Ultra Rare","5ban Graphics"
"sv4-221","Golisopod ex","Pokémon","sv4",3.2,"Ultra Rare","N-DESIGN Inc."
"sv4-222","Tapu Koko ex","Pokémon","sv4",4.4,"Ultra Rare","PLANETA Igarashi"
"sv4-223","Iron Hands ex","Pokémon","sv4",14.67,"Ultra Rare","PLANETA Mochizuki"
"sv4-224","Cofagrigus ex","Pokémon","sv4",3.62,"Ultra Rare","Eske Yoshinob"
"sv4-225","Iron Valiant ex","Pokémon","sv4",8.94,"Ultra Rare","aky CG Works"
"sv4-226","Hoopa ex","Pokémon","sv4",5.07,"Ultra Rare","5ban Graphics"
"sv4-227","Toxtricity ex","Pokémon","sv4",5.04,"Ultra Rare","5ban Graphics"
"sv4-228","Sandy Shocks ex","Pokémon","sv4",4.42,"Ultra Rare","PLANETA Mochizuki"
"sv4-229","Roaring Moon ex","Pokémon","sv4",11.36,"Ultra Rare","takuyoa"
"sv4-230","Aegislash ex","Pokémon","sv4",3.21,"Ultra Rare","Satoshi Shirai"
"sv4-231","Gholdengo ex","Pokémon","sv4",8.99,"Ultra Rare","takuyoa"
"sv4-232","Altaria ex","Pokémon","sv4",4.9,"Ultra Rare","Saki Hayashiro"
"sv4-233","Maushold ex","Pokémon","sv4",4.17,"Ultra Rare","5ban Graphics"
"sv4-234","Bombirdier ex","Pokémon","sv4",3.63,"Ultra Rare","PLANETA Mochizuki"
"sv4-235","Larry","Trainer","sv4",3.39,"Ultra Rare","Akira Komayama"
"sv4-236","Mela","Trainer","sv4",4.67,"Ultra Rare","kirisAki"
"sv4-237","Norman","Trainer","sv4",3.16,"Ultra Rare","Hideki Ishikawa"
"sv4-238","Parasol Lady","Trainer","sv4",7.59,"Ultra Rare","Cona Nitanda"
"sv4-239","Professor Sada's Vitality","Trainer","sv4",9,"Ultra Rare","Megumi Mizutani"
"sv4-240","Professor Turo's Scenario","Trainer","sv4",4.25,"Ultra Rare","hncl"
"sv4-241","Rika","Trainer","sv4",3.64,"Ultra Rare","GIDORA"
"sv4-242","Roark","Trainer","sv4",2.76,"Ultra Rare","Ryuta Fuse"
"sv4-243","Shauntal","Trainer","sv4",3.5,"Ultra Rare","En Morikura"
"sv4-244","Tulip","Trainer","sv4",4.85,"Ultra Rare","Naoki Saito"
"sv4-245","Garchomp ex","Pokémon","sv4",16.52,"Special Illustration Rare","Oswaldo KATO"
"sv4-246","Golisopod ex","Pokémon","sv4",13.29,"Special Illustration Rare","Oku"
"sv4-247","Tapu Koko ex","Pokémon","sv4",16.25,"Special Illustration Rare","Jerky"
"sv4-248","Iron Hands ex","Pokémon","sv4",19.92,"Special Illustration Rare","Toshinao Aoki"
"sv4-249","Iron Valiant ex","Pokémon","sv4",35.18,"Special Illustration Rare","kantaro"
"sv4-250","Sandy Shocks ex","Pokémon","sv4",9.26,"Special Illustration Rare","Toshinao Aoki"
"sv4-251","Roaring Moon ex","Pokémon","sv4",59.31,"Special Illustration Rare","Ryota Murayama"
"sv4-252","Gholdengo ex","Pokémon","sv4",25.98,"Special Illustration Rare","Akira Komayama"
"sv4-253","Altaria ex","Pokémon","sv4",21.54,"Special Illustration Rare","Jiro Sasumo"
"sv4-254","Mela","Trainer","sv4",9.78,"Special Illustration Rare","rika"
"sv4-255","Parasol Lady","Trainer","sv4",19.76,"Special Illustration Rare","En Morikura"
"sv4-256","Professor Sada's Vitality","Trainer","sv4",17.48,"Special Illustration Rare","Ryota Murayama"
"sv4-257","Professor Turo's Scenario","Trainer","sv4",10.01,"Special Illustration Rare","Atsushi Furusawa"
"sv4-258","Rika","Trainer","sv4",8.11,"Special Illustration Rare","kantaro"
"sv4-259","Tulip","Trainer","sv4",10.5,"Special Illustration Rare","AKIRA EGAWA"
"sv4-260","Garchomp ex","Pokémon","sv4",10.8,"Hyper Rare","5ban Graphics"
"sv4-261","Iron Valiant ex","Pokémon","sv4",9.99,"Hyper Rare","aky CG Works"
"sv4-262","Roaring Moon ex","Pokémon","sv4",10.74,"Hyper Rare","takuyoa"
"sv4-263","Beach Court","Trainer","sv4",5.51,"Hyper Rare","Oswaldo KATO"
"sv4-264","Counter Catcher","Trainer","sv4",7.16,"Hyper Rare","Toyste Beach"
"sv4-265","Luxurious Cape","Trainer","sv4",4.43,"Hyper Rare","Toyste Beach"
"sv4-27","Armarouge ex","Pokémon","sv4",1,"Double Rare","takuyoa"
"sv4-28","Iron Moth","Pokémon","sv4",0,"Rare","Kouki Saitou"
"sv4-29","Chi-Yu","Pokémon","sv4",0.12,"Rare","Oswaldo KATO"
"sv4-3","Froslass ex","Pokémon","sv4",0.94,"Double Rare","5ban Graphics"
"sv4-32","Kingdra","Pokémon","sv4",0.1,"Rare","Tonji Matsuno"
"sv4-36","Milotic","Pokémon","sv4",0.11,"Rare","Atsuya Uki"
"sv4-38","Garchomp ex","Pokémon","sv4",2.19,"Double Rare","5ban Graphics"
"sv4-40","Palkia","Pokémon","sv4",0.14,"Rare","Ryuta Fuse"
"sv4-46","Tsareena ex","Pokémon","sv4",1.63,"Double Rare","5ban Graphics"
"sv4-49","Golisopod","Pokémon","sv4",0.2,"Rare","nagimiso"
"sv4-50","Golisopod ex","Pokémon","sv4",0.82,"Double Rare","N-DESIGN Inc."
"sv4-57","Chien-Pao","Pokémon","sv4",0.1,"Rare","Anesaki Dynamic"
"sv4-58","Mewtwo ex","Pokémon","sv4",2.68,"Double Rare","aky CG Works"
"sv4-66","Zekrom","Pokémon","sv4",0.1,"Rare","Shiburingaru"
"sv4-68","Tapu Koko ex","Pokémon","sv4",1.04,"Double Rare","hncl"
"sv4-70","Iron Hands ex","Pokémon","sv4",11.32,"Double Rare","PLANETA Mochizuki"
"sv4-72","Xatu","Pokémon","sv4",0.15,"Rare","Tetsu Kayama"
"sv4-73","Latios","Pokémon","sv4",0.17,"Rare","chibi"
"sv4-74","Deoxys","Pokémon","sv4",0.15,"Rare","Saya Tsuruta"
"sv4-76","Cofagrigus ex","Pokémon","sv4",0.83,"Double Rare","kawayoo"
"sv4-81","Espathra","Pokémon","sv4",0.09,"Rare","Teeziro"
"sv4-89","Iron Valiant ex","Pokémon","sv4",2.48,"Double Rare","aky CG Works"
"sv4-93","Groudon","Pokémon","sv4",0.13,"Rare","Uta"
"sv4-98","Hoopa ex","Pokémon","sv4",1.22,"Double Rare","5ban Graphics"
"sv4pt5-10","Magmortar","Pokémon","sv4pt5",0.06,"Rare","Hasuno"
"sv4pt5-100","Snover","Pokémon","sv4pt5",3.27,"Shiny Rare","Saya Tsuruta"
"sv4pt5-101","Abomasnow","Pokémon","sv4pt5",3.35,"Shiny Rare","Hitoshi Ariga"
"sv4pt5-102","Smoliv","Pokémon","sv4pt5",3.67,"Shiny Rare","otumami"
"sv4pt5-103","Dolliv","Pokémon","sv4pt5",3.5,"Shiny Rare","saino misaki"
"sv4pt5-104","Arboliva","Pokémon","sv4pt5",3.75,"Shiny Rare","Hideki Ishikawa"
"sv4pt5-105","Toedscool","Pokémon","sv4pt5",3.53,"Shiny Rare","Ryuta Fuse"
"sv4pt5-106","Capsakid","Pokémon","sv4pt5",3.45,"Shiny Rare","OKACHEKE"
"sv4pt5-107","Scovillain","Pokémon","sv4pt5",3.46,"Shiny Rare","Kouki Saitou"
"sv4pt5-108","Rellor","Pokémon","sv4pt5",3.51,"Shiny Rare","Misa Tsutsui"
"sv4pt5-109","Charmander","Pokémon","sv4pt5",24.32,"Shiny Rare","sowsow"
"sv4pt5-110","Charmeleon","Pokémon","sv4pt5",16.72,"Shiny Rare","Kouki Saitou"
"sv4pt5-111","Paldean Tauros","Pokémon","sv4pt5",4.22,"Shiny Rare","Hitoshi Ariga"
"sv4pt5-112","Entei","Pokémon","sv4pt5",11.27,"Shiny Rare","Ryuta Fuse"
"sv4pt5-113","Oricorio","Pokémon","sv4pt5",3.51,"Shiny Rare","Akira Komayama"
"sv4pt5-114","Charcadet","Pokémon","sv4pt5",3.19,"Shiny Rare","Masakazu Fukuda"
"sv4pt5-115","Armarouge","Pokémon","sv4pt5",3.84,"Shiny Rare","Atsushi Furusawa"
"sv4pt5-116","Slowpoke","Pokémon","sv4pt5",5.71,"Shiny Rare","Taira Akitsu"
"sv4pt5-117","Slowbro","Pokémon","sv4pt5",5.3,"Shiny Rare","Souichirou Gunjima"
"sv4pt5-118","Staryu","Pokémon","sv4pt5",4.8,"Shiny Rare","Nisota Niso"
"sv4pt5-119","Starmie","Pokémon","sv4pt5",4.81,"Shiny Rare","Shigenori Negishi"
"sv4pt5-120","Paldean Tauros","Pokémon","sv4pt5",4.22,"Shiny Rare","GOSSAN"
"sv4pt5-121","Wiglett","Pokémon","sv4pt5",3.68,"Shiny Rare","Misa Tsutsui"
"sv4pt5-122","Wugtrio","Pokémon","sv4pt5",3.94,"Shiny Rare","Kyoko Umemoto"
"sv4pt5-123","Finizen","Pokémon","sv4pt5",3.58,"Shiny Rare","kurumitsu"
"sv4pt5-124","Palafin","Pokémon","sv4pt5",3.57,"Shiny Rare","Shin Nagasawa"
"sv4pt5-125","Veluza","Pokémon","sv4pt5",3.15,"Shiny Rare","Nelnal"
"sv4pt5-126","Dondozo","Pokémon","sv4pt5",3.84,"Shiny Rare","Shigenori Negishi"
"sv4pt5-127","Tatsugiri","Pokémon","sv4pt5",3.86,"Shiny Rare","Kagemaru Himeno"
"sv4pt5-128","Frigibax","Pokémon","sv4pt5",4.05,"Shiny Rare","Taira Akitsu"
"sv4pt5-129","Arctibax","Pokémon","sv4pt5",3.13,"Shiny Rare","Kouki Saitou"
"sv4pt5-13","Heat Rotom","Pokémon","sv4pt5",0.05,"Rare","Scav"
"sv4pt5-130","Baxcalibur","Pokémon","sv4pt5",6.39,"Shiny Rare","GOSSAN"
"sv4pt5-131","Pikachu","Pokémon","sv4pt5",38.22,"Shiny Rare","Yuu Nishida"
"sv4pt5-132","Raichu","Pokémon","sv4pt5",11.71,"Shiny Rare","Sanosuke Sakuma"
"sv4pt5-133","Voltorb","Pokémon","sv4pt5",4.41,"Shiny Rare","Misa Tsutsui"
"sv4pt5-134","Electrode","Pokémon","sv4pt5",4.86,"Shiny Rare","Masakazu Fukuda"
"sv4pt5-135","Shinx","Pokémon","sv4pt5",5.21,"Shiny Rare","Saya Tsuruta"
"sv4pt5-136","Luxio","Pokémon","sv4pt5",4.67,"Shiny Rare","Souichirou Gunjima"
"sv4pt5-137","Luxray","Pokémon","sv4pt5",4.91,"Shiny Rare","kantaro"
"sv4pt5-138","Pachirisu","Pokémon","sv4pt5",4.88,"Shiny Rare","saino misaki"
"sv4pt5-139","Thundurus","Pokémon","sv4pt5",3.86,"Shiny Rare","Shin Nagasawa"
"sv4pt5-140","Toxel","Pokémon","sv4pt5",3.12,"Shiny Rare","Lee HyunJung"
"sv4pt5-141","Toxtricity","Pokémon","sv4pt5",3.89,"Shiny Rare","GIDORA"
"sv4pt5-142","Pawmi","Pokémon","sv4pt5",3.33,"Shiny Rare","kurumitsu"
"sv4pt5-143","Pawmo","Pokémon","sv4pt5",3.94,"Shiny Rare","Mizue"
"sv4pt5-144","Pawmot","Pokémon","sv4pt5",3.74,"Shiny Rare","Atsushi Furusawa"
"sv4pt5-145","Wattrel","Pokémon","sv4pt5",3.7,"Shiny Rare","Scav"
"sv4pt5-146","Kilowattrel","Pokémon","sv4pt5",3.08,"Shiny Rare","Nisota Niso"
"sv4pt5-147","Wigglytuff","Pokémon","sv4pt5",4.43,"Shiny Rare","Kagemaru Himeno"
"sv4pt5-148","Abra","Pokémon","sv4pt5",5.46,"Shiny Rare","Kouki Saitou"
"sv4pt5-149","Kadabra","Pokémon","sv4pt5",7.41,"Shiny Rare","Souichirou Gunjima"
"sv4pt5-15","Armarouge","Pokémon","sv4pt5",0.05,"Rare","AKIRA EGAWA"
"sv4pt5-150","Cleffa","Pokémon","sv4pt5",2.15,"Shiny Rare","Mizue"
"sv4pt5-151","Natu","Pokémon","sv4pt5",3.37,"Shiny Rare","sowsow"
"sv4pt5-152","Xatu","Pokémon","sv4pt5",3.78,"Shiny Rare","nagimiso"
"sv4pt5-153","Ralts","Pokémon","sv4pt5",5.46,"Shiny Rare","yuu"
"sv4pt5-154","Kirlia","Pokémon","sv4pt5",5.66,"Shiny Rare","Ryuta Fuse"
"sv4pt5-155","Drifloon","Pokémon","sv4pt5",4.3,"Shiny Rare","Kyoko Umemoto"
"sv4pt5-156","Drifblim","Pokémon","sv4pt5",3.33,"Shiny Rare","otumami"
"sv4pt5-157","Mime Jr.","Pokémon","sv4pt5",3.89,"Shiny Rare","Saya Tsuruta"
"sv4pt5-158","Spiritomb","Pokémon","sv4pt5",6.02,"Shiny Rare","MAHOU"
"sv4pt5-159","Klefki","Pokémon","sv4pt5",3.74,"Shiny Rare","yuu"
"sv4pt5-160","Mimikyu","Pokémon","sv4pt5",8.63,"Shiny Rare","Nelnal"
"sv4pt5-161","Dachsbun","Pokémon","sv4pt5",3.41,"Shiny Rare","Sanosuke Sakuma"
"sv4pt5-162","Ceruledge","Pokémon","sv4pt5",4.88,"Shiny Rare","Kouki Saitou"
"sv4pt5-163","Rabsca","Pokémon","sv4pt5",2.56,"Shiny Rare","Nelnal"
"sv4pt5-164","Flittle","Pokémon","sv4pt5",2.93,"Shiny Rare","Kyoko Umemoto"
"sv4pt5-165","Tinkatink","Pokémon","sv4pt5",4.25,"Shiny Rare","yuu"
"sv4pt5-166","Tinkatuff","Pokémon","sv4pt5",3.82,"Shiny Rare","Yuu Nishida"
"sv4pt5-167","Tinkaton","Pokémon","sv4pt5",5.04,"Shiny Rare","Kagemaru Himeno"
"sv4pt5-168","Houndstone","Pokémon","sv4pt5",3.36,"Shiny Rare","Shin Nagasawa"
"sv4pt5-169","Mankey","Pokémon","sv4pt5",4.53,"Shiny Rare","nagimiso"
"sv4pt5-170","Primeape","Pokémon","sv4pt5",4.07,"Shiny Rare","Scav"
"sv4pt5-171","Annihilape","Pokémon","sv4pt5",4.5,"Shiny Rare","Hitoshi Ariga"
"sv4pt5-172","Paldean Tauros","Pokémon","sv4pt5",3.8,"Shiny Rare","nagimiso"
"sv4pt5-173","Riolu","Pokémon","sv4pt5",5.7,"Shiny Rare","sowsow"
"sv4pt5-174","Lucario","Pokémon","sv4pt5",6.69,"Shiny Rare","Shin Nagasawa"
"sv4pt5-175","Hawlucha","Pokémon","sv4pt5",3.44,"Shiny Rare","Souichirou Gunjima"
"sv4pt5-176","Nacli","Pokémon","sv4pt5",2.83,"Shiny Rare","Yuu Nishida"
"sv4pt5-177","Naclstack","Pokémon","sv4pt5",2.93,"Shiny Rare","otumami"
"sv4pt5-178","Garganacl","Pokémon","sv4pt5",3.86,"Shiny Rare","Kouki Saitou"
"sv4pt5-179","Glimmet","Pokémon","sv4pt5",3.34,"Shiny Rare","nagimiso"
"sv4pt5-180","Paldean Wooper","Pokémon","sv4pt5",4.26,"Shiny Rare","Nisota Niso"
"sv4pt5-181","Murkrow","Pokémon","sv4pt5",3.72,"Shiny Rare","Hitoshi Ariga"
"sv4pt5-182","Sneasel","Pokémon","sv4pt5",3.96,"Shiny Rare","Kagemaru Himeno"
"sv4pt5-183","Weavile","Pokémon","sv4pt5",3.75,"Shiny Rare","Shin Nagasawa"
"sv4pt5-184","Sableye","Pokémon","sv4pt5",4.25,"Shiny Rare","nagimiso"
"sv4pt5-185","Pawniard","Pokémon","sv4pt5",3.05,"Shiny Rare","Misa Tsutsui"
"sv4pt5-186","Bisharp","Pokémon","sv4pt5",3.62,"Shiny Rare","Souichirou Gunjima"
"sv4pt5-187","Kingambit","Pokémon","sv4pt5",3.95,"Shiny Rare","Shin Nagasawa"
"sv4pt5-188","Mabosstiff","Pokémon","sv4pt5",3.01,"Shiny Rare","Hitoshi Ariga"
"sv4pt5-189","Shroodle","Pokémon","sv4pt5",2.88,"Shiny Rare","otumami"
"sv4pt5-19","Raichu","Pokémon","sv4pt5",0.06,"Rare","Naoyo Kimura"
"sv4pt5-190","Grafaiai","Pokémon","sv4pt5",3.26,"Shiny Rare","Scav"
"sv4pt5-191","Scizor","Pokémon","sv4pt5",6.12,"Shiny Rare","GOSSAN"
"sv4pt5-192","Varoom","Pokémon","sv4pt5",3.28,"Shiny Rare","Masakazu Fukuda"
"sv4pt5-193","Revavroom","Pokémon","sv4pt5",3.06,"Shiny Rare","GOSSAN"
"sv4pt5-194","Noibat","Pokémon","sv4pt5",3.8,"Shiny Rare","Nelnal"
"sv4pt5-195","Cyclizar","Pokémon","sv4pt5",3.08,"Shiny Rare","Souichirou Gunjima"
"sv4pt5-196","Pidgey","Pokémon","sv4pt5",8.19,"Shiny Rare","sowsow"
"sv4pt5-197","Pidgeotto","Pokémon","sv4pt5",5.85,"Shiny Rare","Kouki Saitou"
"sv4pt5-198","Jigglypuff","Pokémon","sv4pt5",5.29,"Shiny Rare","Misa Tsutsui"
"sv4pt5-199","Doduo","Pokémon","sv4pt5",3.56,"Shiny Rare","Saya Tsuruta"
"sv4pt5-2","Forretress ex","Pokémon","sv4pt5",0.46,"Double Rare","5ban Graphics"
"sv4pt5-200","Dodrio","Pokémon","sv4pt5",4.41,"Shiny Rare","nagimiso"
"sv4pt5-201","Ditto","Pokémon","sv4pt5",8.52,"Shiny Rare","0313"
"sv4pt5-202","Snorlax","Pokémon","sv4pt5",12.37,"Shiny Rare","Shigenori Negishi"
"sv4pt5-203","Wingull","Pokémon","sv4pt5",3.89,"Shiny Rare","kurumitsu"
"sv4pt5-204","Pelipper","Pokémon","sv4pt5",3.36,"Shiny Rare","Masakazu Fukuda"
"sv4pt5-205","Skwovet","Pokémon","sv4pt5",3.79,"Shiny Rare","Sanosuke Sakuma"
"sv4pt5-206","Greedent","Pokémon","sv4pt5",3.35,"Shiny Rare","Kagemaru Himeno"
"sv4pt5-207","Lechonk","Pokémon","sv4pt5",4.35,"Shiny Rare","Akira Komayama"
"sv4pt5-208","Oinkologne","Pokémon","sv4pt5",3.66,"Shiny Rare","Misa Tsutsui"
"sv4pt5-209","Tandemaus","Pokémon","sv4pt5",3.59,"Shiny Rare","Lee HyunJung"
"sv4pt5-210","Maushold","Pokémon","sv4pt5",3.66,"Shiny Rare","Shigenori Negishi"
"sv4pt5-211","Flamigo","Pokémon","sv4pt5",3.15,"Shiny Rare","Akira Komayama"
"sv4pt5-212","Forretress ex","Pokémon","sv4pt5",1.15,"Shiny Ultra Rare","5ban Graphics"
"sv4pt5-213","Toedscruel ex","Pokémon","sv4pt5",1.16,"Shiny Ultra Rare","5ban Graphics"
"sv4pt5-214","Espathra ex","Pokémon","sv4pt5",1.18,"Shiny Ultra Rare","takuyoa"
"sv4pt5-215","Alakazam ex","Pokémon","sv4pt5",2.72,"Shiny Ultra Rare","PLANETA Tsuji"
"sv4pt5-216","Mew ex","Pokémon","sv4pt5",7.79,"Shiny Ultra Rare","aky CG Works"
"sv4pt5-217","Gardevoir ex","Pokémon","sv4pt5",3.02,"Shiny Ultra Rare","N-DESIGN Inc."
"sv4pt5-218","Glimmora ex","Pokémon","sv4pt5",1.14,"Shiny Ultra Rare","5ban Graphics"
"sv4pt5-219","Paldean Clodsire ex","Pokémon","sv4pt5",1.25,"Shiny Ultra Rare","PLANETA Mochizuki"
"sv4pt5-220","Noivern ex","Pokémon","sv4pt5",1.11,"Shiny Ultra Rare","Eske Yoshinob"
"sv4pt5-221","Pidgeot ex","Pokémon","sv4pt5",4.45,"Shiny Ultra Rare","takuyoa"
"sv4pt5-222","Wigglytuff ex","Pokémon","sv4pt5",1.33,"Shiny Ultra Rare","Saki Hayashiro"
"sv4pt5-223","Squawkabilly ex","Pokémon","sv4pt5",1.4,"Shiny Ultra Rare","PLANETA Mochizuki"
"sv4pt5-224","Wugtrio","Pokémon","sv4pt5",0.29,"Illustration Rare","Tetsu Kayama"
"sv4pt5-225","Palafin","Pokémon","sv4pt5",0.32,"Illustration Rare","akagi"
"sv4pt5-226","Pawmi","Pokémon","sv4pt5",0.33,"Illustration Rare","REND"
"sv4pt5-227","Clive","Trainer","sv4pt5",0.59,"Ultra Rare","GOSSAN"
"sv4pt5-228","Judge","Trainer","sv4pt5",0.67,"Ultra Rare","Hideki Ishikawa"
"sv4pt5-229","Nemona","Trainer","sv4pt5",0.78,"Ultra Rare","Sanosuke Sakuma"
"sv4pt5-230","Paldean Student","Trainer","sv4pt5",0.64,"Ultra Rare","Cona Nitanda"
"sv4pt5-231","Paldean Student","Trainer","sv4pt5",0.69,"Ultra Rare","Naoki Saito"
"sv4pt5-232","Mew ex","Pokémon","sv4pt5",73.24,"Special Illustration Rare","USGMEN"
"sv4pt5-233","Gardevoir ex","Pokémon","sv4pt5",50.52,"Special Illustration Rare","Kuroimori"
"sv4pt5-234","Charizard ex","Pokémon","sv4pt5",125.17,"Special Illustration Rare","AKIRA EGAWA"
"sv4pt5-235","Arven","Trainer","sv4pt5",9.64,"Special Illustration Rare","aspara"
"sv4pt5-236","Clive","Trainer","sv4pt5",12.39,"Special Illustration Rare","Taiga Kayama"
"sv4pt5-237","Iono","Trainer","sv4pt5",25.75,"Special Illustration Rare","hanabushi"
"sv4pt5-238","Nemona","Trainer","sv4pt5",8.33,"Special Illustration Rare","aspara"
"sv4pt5-239","Penny","Trainer","sv4pt5",12.51,"Special Illustration Rare","aspara"
"sv4pt5-24","Exeggutor","Pokémon","sv4pt5",0.06,"Rare","Yoriyuki Ikegami"
"sv4pt5-240","Wo-Chien ex","Pokémon","sv4pt5",9.76,"Hyper Rare","5ban Graphics"
"sv4pt5-241","Chi-Yu ex","Pokémon","sv4pt5",11.31,"Hyper Rare","PLANETA Yamashita"
"sv4pt5-242","Chien-Pao ex","Pokémon","sv4pt5",12.77,"Hyper Rare","aky CG Works"
"sv4pt5-243","Miraidon ex","Pokémon","sv4pt5",14.84,"Hyper Rare","5ban Graphics"
"sv4pt5-244","Ting-Lu ex","Pokémon","sv4pt5",8.93,"Hyper Rare","5ban Graphics"
